Koordinatensystem : Lambert konform konisch
Rechtswert        : 3991500 Meter
Hochwert          : 2327500 Meter
Hoehenlage        : 760 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Winter
Bezugszeitraum    : 2031-2060
Datenbasis 1      : Beobachtungsdaten Zeitraum 1995-2012
Datenbasis 2      : Klimasimulationen Zeitraum 1971-2000 (Basis RCP-historical / CORDEX-Europa Laeufe)
Datenbasis 3      : Klimasimulationen Zeitraum 2031-2060 (Basis RCP-4.5 und RCP-8.5 / CORDEX-Europa Laeufe)

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
3991500 2327500  1  1 24   1.4  937 216  3.4 7  4.2  93    0    0 304 -315  1
3991500 2327500  1  2  1   1.6  938 213  2.4 7  4.2  92    0    0 299 -315  1
3991500 2327500  1  2  2   1.4  938 210  2.3 7  4.3  93    0    0 298 -315  1
3991500 2327500  1  2  3   1.2  938 206  2.2 7  4.2  94    0    0 298 -315  1
3991500 2327500  1  2  4   1.3  939 210  1.9 7  4.2  94    0    0 296 -315  1
3991500 2327500  1  2  5   0.9  939 207  2.0 6  4.2  94    0    0 289 -315  1
3991500 2327500  1  2  6   0.7  940 238  1.7 7  4.2  96    0    0 286 -315  1
3991500 2327500  1  2  7   0.5  940 200  1.6 8  4.2  97    0    0 298 -315  1
3991500 2327500  1  2  8   0.5  940 279  1.4 8  4.1  98    0    0 301 -315  1
3991500 2327500  1  2  9   0.6  941 164  2.3 8  4.1  97    7   11 300 -315  1
3991500 2327500  1  2 10   0.5  941 260  1.5 3  4.1  97  102   20 267 -314  1
3991500 2327500  1  2 11   0.8  941 154  1.6 4  4.2  98   88   57 242 -314  1
3991500 2327500  1  2 12   1.6  942 123  1.1 4  4.3  95   27  118 248 -314  1
3991500 2327500  1  2 13   0.7  942 116  0.9 4  4.2  95   72  118 248 -314  1
3991500 2327500  1  2 14   0.5  941 138  0.8 4  4.2  98  105   91 247 -314  1
3991500 2327500  1  2 15   0.6  941 150  0.9 6  4.1  97   76   69 258 -313  1
3991500 2327500  1  2 16  -0.2  940 151  1.0 5  4.1  98   38   36 263 -311  1
3991500 2327500  1  2 17  -0.9  940 177  1.6 2  3.8  98    3    9 239 -306  1
3991500 2327500  1  2 18  -1.2  940 155  1.6 4  3.7  98    0    0 232 -302  1
3991500 2327500  1  2 19  -1.2  940 202  2.2 6  3.7 100    0    0 255 -299  1
3991500 2327500  1  2 20  -2.0  940 196  1.6 5  3.6 100    0    0 260 -299  1
3991500 2327500  1  2 21  -2.3  940 156  2.1 6  3.5 100    0    0 258 -293  1
3991500 2327500  1  2 22  -3.4  939 169  1.6 4  3.3 100    0    0 250 -283  1
3991500 2327500  1  2 23  -4.2  939 152  0.9 3  3.1 100    0    0 233 -287  1
3991500 2327500  1  2 24  -4.6  939 215  0.8 3  2.9  98    0    0 227 -282  1
3991500 2327500  1  3  1  -6.3  939 235  0.8 2  2.7  98    0    0 219 -265  1
3991500 2327500  1  3  2  -6.8  938 259  0.9 1  2.5 100    0    0 206 -256  1
3991500 2327500  1  3  3  -6.7  937 160  0.8 2  2.5 100    0    0 205 -253  1
3991500 2327500  1  3  4  -6.4  937 107  1.9 1  2.5  98    0    0 205 -251  1
3991500 2327500  1  3  5  -8.2  937 258  2.3 0  2.3  98    0    0 191 -251  1
3991500 2327500  1  3  6  -6.8  937 211  2.3 3  2.3 100    0    0 201 -256  1
3991500 2327500  1  3  7  -7.9  938 239  2.4 3  2.4 100    0    0 216 -279  1
3991500 2327500  1  3  8  -4.7  938 216  2.7 7  2.5  99    0    0 240 -296  1
3991500 2327500  1  3  9  -4.8  939 228  3.2 6  2.8  97    8   13 260 -297  1
3991500 2327500  1  3 10  -4.6  939 212  3.5 4  2.8  98   91   39 243 -299  1
3991500 2327500  1  3 11  -3.4  940 216  2.8 3  3.0  98  129   63 229 -303  1
3991500 2327500  1  3 12  -2.5  939 237  2.6 3  3.2  98  111  116 225 -308  1
3991500 2327500  1  3 13  -0.9  940 252  2.6 1  3.4  95  242   65 218 -312  1
3991500 2327500  1  3 14  -0.1  939 235  2.4 1  3.5  89  253   50 210 -313  1
3991500 2327500  1  3 15  -0.3  939 203  2.3 1  3.6  88  168   49 210 -312  1
3991500 2327500  1  3 16  -0.1  938 219  2.1 3  3.5  88   74   36 218 -309  1
3991500 2327500  1  3 17  -1.3  938 230  2.2 3  3.4  89    4   10 222 -308  1
3991500 2327500  1  3 18  -2.5  938 222  2.0 3  3.3  94    0    0 218 -308  1
3991500 2327500  1  3 19  -2.3  939 216  1.6 4  3.3  96    0    0 219 -307  1
3991500 2327500  1  3 20  -3.2  939 202  1.9 2  3.3  98    0    0 214 -306  1
3991500 2327500  1  3 21  -3.0  937 226  2.4 5  3.1  95    0    0 216 -305  1
3991500 2327500  1  3 22  -5.2  937 212  1.7 0  2.9  96    0    0 202 -305  1
3991500 2327500  1  3 23  -5.2  937 224  1.6 0  2.7  98    0    0 173 -304  1
3991500 2327500  1  3 24  -5.6  936 222  1.6 1  2.7  98    0    0 174 -304  1
3991500 2327500  1  4  1  -6.7  936 233  1.1 0  2.5  97    0    0 168 -304  1
3991500 2327500  1  4  2  -7.2  935 210  1.1 1  2.3  94    0    0 160 -304  1
3991500 2327500  1  4  3  -7.8  935 229  1.8 1  2.2  94    0    0 162 -305  1
3991500 2327500  1  4  4  -6.8  935 225  2.1 3  2.1  90    0    0 173 -306  1
3991500 2327500  1  4  5  -6.9  935 215  2.7 3  2.3  93    0    0 187 -305  1
3991500 2327500  1  4  6  -3.9  935 217  3.2 4  2.7 100    0    0 199 -305  1
3991500 2327500  1  4  7  -0.9  937 226  3.0 5  3.2  93    0    0 220 -305  1
3991500 2327500  1  4  8  -1.2  936 232  3.4 5  3.2  86    0    0 231 -305  1
3991500 2327500  1  4  9  -1.7  936 206  2.5 5  3.2  86    3   18 229 -305  1
3991500 2327500  1  4 10  -1.4  936 219  2.9 3  3.1  86   44   90 216 -306  1
3991500 2327500  1  4 11   0.3  936 214  4.0 2  3.1  80   66  143 197 -309  1
3991500 2327500  1  4 12   0.4  936 229  3.5 2  3.2  77   58  181 193 -312  1
3991500 2327500  1  4 13   1.0  935 216  3.8 1  3.3  76   88  197 188 -314  1
3991500 2327500  1  4 14   2.0  934 208  4.0 1  3.3  72  105  183 184 -313  1
3991500 2327500  1  4 15   3.1  934 214  4.1 2  3.3  66   69  139 194 -313  1
3991500 2327500  1  4 16   1.9  934 211  4.3 2  3.3  67   34   78 201 -314  1
3991500 2327500  1  4 17   0.9  933 219  3.6 4  3.3  73    4   16 214 -314  1
3991500 2327500  1  4 18   3.0  934 215  4.3 4  3.3  69    0    0 231 -314  1
3991500 2327500  1  4 19   3.3  934 220  4.8 5  3.2  62    0    0 243 -314  1
3991500 2327500  1  4 20   1.9  934 215  4.9 6  3.2  65    0    0 257 -314  1
3991500 2327500  1  4 21   2.9  934 204  5.2 7  3.3  67    0    0 273 -315  1
3991500 2327500  1  4 22   3.5  934 224  5.1 8  3.4  66    0    0 293 -315  1
3991500 2327500  1  4 23   2.6  934 214  5.4 8  3.8  73    0    0 303 -315  1
3991500 2327500  1  4 24   3.0  935 208  5.8 8  4.2  83    0    0 306 -315  1
3991500 2327500  1  5  1   2.8  935 205  5.3 8  4.3  84    0    0 308 -315  1
3991500 2327500  1  5  2   3.4  934 199  4.1 8  4.3  83    0    0 309 -315  1
3991500 2327500  1  5  3   3.3  933 211  4.3 8  4.3  83    0    0 311 -315  1
3991500 2327500  1  5  4   3.2  933 199  3.9 8  4.5  86    0    0 313 -315  1
3991500 2327500  1  5  5   3.3  933 221  3.7 8  4.6  89    0    0 315 -315  1
3991500 2327500  1  5  6   3.0  933 264  4.6 7  4.7  92    0    0 308 -315  1
3991500 2327500  1  5  7   2.7  934 213  5.0 8  4.8  94    0    0 308 -315  1
3991500 2327500  1  5  8   3.4  934 220  4.3 8  4.9  96    0    0 318 -315  1
3991500 2327500  1  5  9   3.6  934 219  4.0 8  5.0  94    0    8 320 -315  1
3991500 2327500  1  5 10   4.1  935 212  3.2 8  5.0  92    1   47 321 -315  1
3991500 2327500  1  5 11   3.9  935 220  3.1 8  5.1  92    0   57 322 -315  1
3991500 2327500  1  5 12   4.0  936 203  2.6 8  5.1  94    0   54 322 -315  1
3991500 2327500  1  5 13   4.4  936 192  2.1 8  5.1  92    0   58 322 -317  1
3991500 2327500  1  5 14   4.0  935 181  2.0 8  5.2  94    0   79 322 -322  1
3991500 2327500  1  5 15   4.4  935 186  2.3 6  5.2  94   14  103 309 -324  1
3991500 2327500  1  5 16   3.6  935 194  1.8 6  5.1  93   44   64 296 -322  1
3991500 2327500  1  5 17   3.4  935 184  1.4 2  4.9  92    6   13 270 -318  1
3991500 2327500  1  5 18   2.6  935 192  1.9 1  4.7  93    0    0 239 -315  1
3991500 2327500  1  5 19   1.4  935 108  1.6 4  4.5  95    0    0 247 -314  1
3991500 2327500  1  5 20   0.3  934 109  1.9 1  4.2  95    0    0 242 -314  1
3991500 2327500  1  5 21   0.9  934 115  2.1 5  4.2  97    0    0 247 -314  1
3991500 2327500  1  5 22   0.2  934 117  1.4 4  4.2  99    0    0 263 -314  1
3991500 2327500  1  5 23  -1.2  934 144  1.7 4  4.0 100    0    0 253 -314  1
3991500 2327500  1  5 24  -0.9  934 194  1.5 6  3.8 100    0    0 260 -314  1
3991500 2327500  1  6  1  -2.0  933 186  1.5 3  3.7  99    0    0 251 -313  1
3991500 2327500  1  6  2  -2.7  932 180  1.5 5  3.5 100    0    0 240 -312  1
3991500 2327500  1  6  3  -3.6  932 200  1.8 5  3.3 100    0    0 246 -312  1
3991500 2327500  1  6  4  -4.7  931 179  1.3 0  3.0 100    0    0 218 -311  1
3991500 2327500  1  6  5  -3.5  931 195  1.2 4  3.0 100    0    0 213 -311  1
3991500 2327500  1  6  6  -3.4  931 194  1.4 3  3.2 100    0    0 227 -310  1
3991500 2327500  1  6  7  -2.2  931 191  1.6 2  3.3  98    0    0 218 -311  1
3991500 2327500  1  6  8  -0.5  932 191  1.8 4  3.5  94    0    0 227 -311  1
3991500 2327500  1  6  9  -2.1  933 197  2.0 4  3.6  96    6   13 235 -311  1
3991500 2327500  1  6 10  -2.4  932 220  2.7 3  3.5 100    9   56 227 -312  1
3991500 2327500  1  6 11  -1.2  933 212  1.8 2  3.6 100    1   68 218 -313  1
3991500 2327500  1  6 12  -0.8  934 198  1.6 2  3.8 100   81  129 214 -317  1
3991500 2327500  1  6 13   0.6  934 240  2.0 1  4.0  97  145  120 211 -322  1
3991500 2327500  1  6 14   2.0  933 265  2.3 2  4.2  92  181   86 215 -324  1
3991500 2327500  1  6 15   2.6  934 246  1.5 2  4.4  90  164   58 223 -322  1
3991500 2327500  1  6 16   1.4  934 182  1.8 4  4.3  90   75   39 233 -318  1
3991500 2327500  1  6 17   0.0  933 193  2.0 6  4.0  92    6   10 249 -315  1
3991500 2327500  1  6 18   1.7  934 189  1.7 6  3.9  88    0    0 259 -314  1
3991500 2327500  1  6 19  -0.5  934 213  1.7 5  3.8  89    0    0 256 -314  1
3991500 2327500  1  6 20   0.0  934 220  2.8 4  3.7  91    0    0 246 -314  1
3991500 2327500  1  6 21  -0.6  934 225  2.5 4  3.5  87    0    0 241 -314  1
3991500 2327500  1  6 22  -2.5  934 229  2.3 3  3.3  89    0    0 233 -314  1
3991500 2327500  1  6 23  -1.8  934 233  2.4 3  3.2  90    0    0 227 -314  1
3991500 2327500  1  6 24   1.0  935 209  2.5 0  3.2  80    0    0 215 -314  1
3991500 2327500  1  7  1   2.0  935 199  3.5 3  3.2  70    0    0 219 -314  1
3991500 2327500  1  7  2  -0.2  935 181  2.6 4  3.3  74    0    0 240 -314  1
3991500 2327500  1  7  3   0.2  935 193  2.9 7  3.3  80    0    0 261 -316  1
3991500 2327500  1  7  4   1.8  936 247  2.5 7  3.3  75    0    0 283 -317  1
3991500 2327500  1  7  5  -1.7  936 236  2.6 7  3.3  80    0    0 282 -318  1
3991500 2327500  1  7  6   0.3  936 209  2.1 6  3.3  84    0    0 276 -317  1
3991500 2327500  1  7  7   0.2  936 191  2.5 7  3.3  80    0    0 280 -316  1
3991500 2327500  1  7  8  -0.3  937 197  2.9 6  3.4  82    0    0 279 -316  1
3991500 2327500  1  7  9   1.0  937 184  2.6 6  3.3  80    4   14 273 -317  1
3991500 2327500  1  7 10   0.2  937 210  2.3 5  3.3  77   77   53 267 -318  1
3991500 2327500  1  7 11   2.0  937 228  2.0 2  3.4  77  131   84 243 -321  1
3991500 2327500  1  7 12   1.2  937 179  2.1 1  3.6  79  115  129 219 -324  1
3991500 2327500  1  7 13   2.9  937 170  1.7 0  3.7  79  216   99 209 -328  1
3991500 2327500  1  7 14   2.8  937 183  2.2 1  3.9  78  232   82 211 -331  1
3991500 2327500  1  7 15   4.2  936 222  2.1 1  4.0  76  159   69 215 -332  1
3991500 2327500  1  7 16   3.8  936 162  1.7 2  3.9  72   66   45 221 -328  1
3991500 2327500  1  7 17   3.2  936 129  0.7 1  3.8  72   10   11 222 -321  1
3991500 2327500  1  7 18   0.3  935 210  1.3 1  3.7  79    0    0 215 -315  1
3991500 2327500  1  7 19  -0.5  935 154  1.3 2  3.5  86    0    0 217 -314  1
3991500 2327500  1  7 20  -1.2  935 120  1.4 2  3.4  88    0    0 220 -314  1
3991500 2327500  1  7 21  -2.0  934 163  1.5 4  3.4  92    0    0 229 -313  1
3991500 2327500  1  7 22  -3.7  934 212  1.6 1  3.2  97    0    0 221 -312  1
3991500 2327500  1  7 23  -2.5  934 180  1.7 1  3.1  94    0    0 205 -311  1
3991500 2327500  1  7 24  -2.7  933 176  1.4 3  3.1  90    0    0 216 -310  1
3991500 2327500  1  8  1  -6.7  932 200  2.0 2  2.8  95    0    0 215 -310  1
3991500 2327500  1  8  2  -4.4  932 204  2.1 5  2.7 100    0    0 224 -310  1
3991500 2327500  1  8  3  -3.0  933 177  2.3 7  3.1  98    0    0 256 -310  1
3991500 2327500  1  8  4  -2.3  933 184  2.7 5  3.2  95    0    0 261 -310  1
3991500 2327500  1  8  5  -3.0  933 169  2.9 5  3.1  93    0    0 250 -309  1
3991500 2327500  1  8  6  -2.3  933 194  2.4 3  3.1  91    0    0 238 -309  1
3991500 2327500  1  8  7  -3.9  933 195  2.2 4  3.0  91    0    0 231 -309  1
3991500 2327500  1  8  8  -1.1  933 189  2.7 6  3.1  90    0    0 250 -308  1
3991500 2327500  1  8  9  -1.5  934 174  2.8 6  3.4  90    1   13 267 -308  1
3991500 2327500  1  8 10  -1.2  934 215  3.2 2  3.3  88   32   60 242 -308  1
3991500 2327500  1  8 11   2.9  935 190  2.6 4  3.3  76   73   83 235 -311  1
3991500 2327500  1  8 12   0.8  935 208  2.7 2  3.6  76  135  115 238 -313  1
3991500 2327500  1  8 13   1.1  934 219  3.4 0  3.6  82  259   70 212 -316  1
3991500 2327500  1  8 14   2.6  934 261  3.1 1  3.7  79  245   63 209 -320  1
3991500 2327500  1  8 15   2.9  934 202  2.9 0  3.9  77  166   58 212 -320  1
3991500 2327500  1  8 16   2.6  934 207  2.5 2  3.8  77   70   41 219 -317  1
3991500 2327500  1  8 17   1.1  934 169  2.2 1  3.6  77   11   11 221 -314  1
3991500 2327500  1  8 18  -0.7  933 207  1.9 2  3.4  81    0    0 216 -313  1
3991500 2327500  1  8 19  -0.2  934 220  2.0 0  3.3  83    0    0 207 -312  1
3991500 2327500  1  8 20  -1.0  934 172  1.7 0  3.2  81    0    0 194 -309  1
3991500 2327500  1  8 21  -1.3  934 191  1.9 1  3.1  82    0    0 200 -308  1
3991500 2327500  1  8 22  -1.6  933 185  1.8 3  3.0  82    0    0 218 -308  1
3991500 2327500  1  8 23  -2.3  933 184  2.5 3  3.0  83    0    0 228 -308  1
3991500 2327500  1  8 24  -0.7  933 202  1.9 7  2.9  80    0    0 252 -307  1
3991500 2327500  1  9  1  -0.9  933 201  2.2 5  3.0  76    0    0 265 -307  1
3991500 2327500  1  9  2  -1.6  932 187  1.3 5  2.9  78    0    0 253 -306  1
3991500 2327500  1  9  3  -1.8  932 182  1.6 6  3.0  81    0    0 257 -305  1
3991500 2327500  1  9  4  -1.4  932 192  1.6 5  3.0  82    0    0 257 -305  1
3991500 2327500  1  9  5  -0.1  932 188  1.3 8  3.1  78    0    0 270 -306  1
3991500 2327500  1  9  6   2.2  932 174  1.1 8  3.0  68    0    0 291 -309  1
3991500 2327500  1  9  7   0.9  933 190  1.1 8  3.0  66    0    0 292 -311  1
3991500 2327500  1  9  8   0.6  932 195  1.6 8  3.2  74    0    0 291 -312  1
3991500 2327500  1  9  9   0.7  932 216  1.7 8  3.4  78    2   15 292 -312  1
3991500 2327500  1  9 10   1.6  933 222  1.1 8  3.5  78   10   73 294 -313  1
3991500 2327500  1  9 11   2.3  933 253  1.5 8  3.5  74    4   92 296 -314  1
3991500 2327500  1  9 12   1.9  933 256  1.5 8  3.7  77   10  141 297 -315  1
3991500 2327500  1  9 13   2.9  933 239  2.0 8  3.9  80    5  135 298 -320  1
3991500 2327500  1  9 14   2.4  933 199  2.2 7  4.1  82   19  150 295 -323  1
3991500 2327500  1  9 15   2.4  933 220  2.3 7  4.2  86   10  109 289 -322  1
3991500 2327500  1  9 16   2.0  933 221  2.0 8  4.3  88    6   59 295 -320  1
3991500 2327500  1  9 17   1.3  933 232  1.5 8  4.3  92    5   17 299 -318  1
3991500 2327500  1  9 18   1.1  933 211  1.2 8  4.2  94    0    0 298 -316  1
3991500 2327500  1  9 19   1.1  933 182  1.2 7  4.2  93    0    0 292 -315  1
3991500 2327500  1  9 20   0.9  933 223  0.8 7  4.2  94    0    0 287 -315  1
3991500 2327500  1  9 21   1.0  934 243  1.1 7  4.2  95    0    0 285 -315  1
3991500 2327500  1  9 22   0.9  934 255  0.9 8  4.2  95    0    0 289 -315  1
3991500 2327500  1  9 23   0.8  935 296  1.2 8  4.2  95    0    0 293 -315  1
3991500 2327500  1  9 24   1.2  935 337  0.9 8  4.2  94    0    0 293 -315  1
3991500 2327500  1 10  1   1.5  936   4  0.8 7  4.2  93    0    0 290 -315  1
3991500 2327500  1 10  2   1.4  936   4  0.9 7  4.3  93    0    0 284 -315  1
3991500 2327500  1 10  3   1.0  936  11  0.6 7  4.3  96    0    0 283 -315  1
3991500 2327500  1 10  4   0.7  937  44  0.8 6  4.3  98    0    0 277 -315  1
3991500 2327500  1 10  5   0.4  937  59  0.7 7  4.2  98    0    0 276 -314  1
3991500 2327500  1 10  6   0.7  937  53  0.6 8  4.2  98    0    0 285 -315  1
3991500 2327500  1 10  7   1.1  938  50  0.7 8  4.2  96    0    0 291 -315  1
3991500 2327500  1 10  8   0.8  938  49  0.6 8  4.2  96    0    0 291 -315  1
3991500 2327500  1 10  9   0.7  939  60  1.6 8  4.2  98    0    6 289 -315  1
3991500 2327500  1 10 10   0.8  940  61  1.1 8  4.2  98    1   54 288 -315  1
3991500 2327500  1 10 11   1.1  940  45  0.9 7  4.4  99    9  101 283 -315  1
3991500 2327500  1 10 12   1.4  941  50  1.6 6  4.4  99    9  134 273 -318  1
3991500 2327500  1 10 13   1.5  941  58  1.7 8  4.4  98    0  108 279 -322  1
3991500 2327500  1 10 14   1.3  941  66  2.0 5  4.5  99   18  144 273 -324  1
3991500 2327500  1 10 15   1.2  941  57  1.8 7  4.5 100   21  113 268 -324  1
3991500 2327500  1 10 16   0.9  941  65  2.1 8  4.4  99    0   32 283 -321  1
3991500 2327500  1 10 17   1.3  942  72  1.4 8  4.3  97    0    5 288 -317  1
3991500 2327500  1 10 18   1.1  942  62  2.2 8  4.2  95    0    0 288 -315  1
3991500 2327500  1 10 19   0.5  942  74  3.0 8  4.1  96    0    0 286 -314  1
3991500 2327500  1 10 20   0.3  942  74  2.4 8  4.0  95    0    0 283 -314  1
3991500 2327500  1 10 21   0.7  942  64  2.2 8  4.0  94    0    0 282 -312  1
3991500 2327500  1 10 22   0.1  943  32  1.7 8  4.0  94    0    0 280 -312  1
3991500 2327500  1 10 23   0.4  943  60  2.1 8  3.9  95    0    0 279 -311  1
3991500 2327500  1 10 24  -0.5  943  74  1.8 8  3.9  95    0    0 278 -311  1
3991500 2327500  1 11  1  -0.8  944  52  1.7 8  3.7  96    0    0 275 -311  1
3991500 2327500  1 11  2  -0.4  944  43  1.3 8  3.7  96    0    0 275 -311  1
3991500 2327500  1 11  3  -0.5  944  67  0.9 6  3.8  95    0    0 267 -311  1
3991500 2327500  1 11  4  -0.4  944  74  0.9 8  3.8  96    0    0 267 -311  1
3991500 2327500  1 11  5  -0.8  944  82  1.1 8  3.7  96    0    0 274 -310  1
3991500 2327500  1 11  6  -0.8  944  47  1.0 8  3.7  96    0    0 274 -310  1
3991500 2327500  1 11  7  -1.0  945  58  1.1 7  3.7  97    0    0 268 -309  1
3991500 2327500  1 11  8  -1.0  945  61  0.7 7  3.7  98    0    0 263 -309  1
3991500 2327500  1 11  9  -0.9  945  85  0.2 8  3.7  98    0   13 267 -308  1
3991500 2327500  1 11 10  -0.6  946  47  0.6 8  3.7  96   29   82 273 -309  1
3991500 2327500  1 11 11  -0.3  946  70  1.1 6  3.8  96   41  118 266 -310  1
3991500 2327500  1 11 12   0.5  946  59  1.5 6  3.8  94    1  111 258 -312  1
3991500 2327500  1 11 13   0.3  946  67  1.9 6  3.9  93    0   90 261 -314  1
3991500 2327500  1 11 14   0.3  946  74  1.7 7  3.9  94    0   79 268 -315  1
3991500 2327500  1 11 15   0.0  946  72  2.0 7  3.9  94    1   81 274 -316  1
3991500 2327500  1 11 16  -0.3  945  79  1.7 8  3.8  95   14   66 279 -315  1
3991500 2327500  1 11 17  -0.3  945  91  2.3 7  3.8  95    6   19 278 -314  1
3991500 2327500  1 11 18  -0.2  946  86  1.4 7  3.8  94    0    0 272 -310  1
3991500 2327500  1 11 19  -0.7  946  93  1.4 8  3.7  95    0    0 277 -305  1
3991500 2327500  1 11 20  -0.9  946  81  1.8 8  3.7  96    0    0 280 -303  1
